customer_id,latitude,longitude,demand,service_time,ready_time,due_time,time_window
383,25.463815,81.685337,4,0.1833,12.1064,17.1064,12:06-17:06
384,25.239868,81.874582,6,0.1833,8.9818,12.9818,08:59-12:59
385,25.297261,81.997111,4,0.0833,10.2372,14.2372,10:14-14:14
386,25.494514,81.840826,8,0.3167,11.7697,15.7697,11:46-15:46
387,25.401953,81.663815,3,0.1333,11.2434,16.2434,11:15-16:15
388,25.545437,81.807858,1,0.3333,9.6747,14.6747,09:40-14:40
389,25.574691,81.987985,4,0.2,10.2145,14.2145,10:13-14:13
390,25.471464,81.792326,6,0.3,11.8774,16.8774,11:53-16:53
391,25.310672,81.684946,2,0.1167,10.3212,15.3212,10:19-15:19
392,25.567143,81.986221,9,0.1167,11.0817,15.0817,11:05-15:05
393,25.368059,81.79984,1,0.2833,10.0079,15.0079,10:00-15:00
394,25.410482,81.78027,1,0.3,12.0116,16.0116,12:01-16:01
395,25.617229,81.861861,6,0.2167,12.2123,16.2123,12:13-16:13
396,25.351222,81.873946,6,0.0833,9.06,14.06,09:04-14:04
397,25.503355,81.700392,3,0.3333,11.9055,15.9055,11:54-15:54
398,25.382352,82.048314,3,0.1833,8.95,13.95,08:57-13:57
399,25.288811,81.889678,1,0.3167,11.8167,15.8167,11:49-15:49
400,25.314649,81.897172,7,0.3,12.8462,17.3462,12:51-17:21
401,25.392122,81.989244,4,0.3,11.8217,15.8217,11:49-15:49
402,25.493081,81.810616,2,0.2667,10.6551,15.6551,10:39-15:39
403,25.473941,81.634276,4,0.25,10.1024,15.1024,10:06-15:06
404,25.52524,81.928852,10,0.2167,13.0152,17.5152,13:01-17:31
405,25.530814,81.844339,3,0.0833,10.4372,15.4372,10:26-15:26
406,25.517365,81.760625,9,0.1833,13.0842,17.5842,13:05-17:35
407,25.394607,82.057149,3,0.2667,9.6565,14.6565,09:39-14:39
408,25.474249,81.776227,2,0.2833,12.1906,17.1906,12:11-17:11
409,25.581185,81.973493,3,0.2167,12.0235,16.0235,12:01-16:01
410,25.60426,81.845251,4,0.2667,13.1599,17.6599,13:10-17:40
411,25.344086,81.672876,2,0.0833,8.5057,13.0057,08:30-13:00
412,25.320768,81.670688,6,0.2,10.9873,15.9873,10:59-15:59
413,25.589816,81.955197,4,0.2167,9.1827,14.1827,09:11-14:11
414,25.589635,81.717617,8,0.3167,8.9432,12.9432,08:57-12:57
415,25.516305,81.862726,5,0.15,9.948,13.948,09:57-13:57
416,25.446049,82.04301,5,0.1333,8.9025,12.9025,08:54-12:54
417,25.528844,81.975772,5,0.1667,10.0094,14.0094,10:01-14:01
418,25.460768,81.683468,2,0.1167,9.0224,14.0224,09:01-14:01
419,25.49605,82.044016,8,0.2167,13.0802,17.5802,13:05-17:35
420,25.601307,81.731021,2,0.25,8.9653,13.9653,08:58-13:58
421,25.342409,81.691488,8,0.2833,11.8589,16.8589,11:52-16:52
422,25.57354,81.881565,10,0.3333,11.1834,15.1834,11:11-15:11
423,25.573547,81.851506,8,0.1,9.923,13.923,09:55-13:55
424,25.557108,81.891499,5,0.1333,9.7115,14.7115,09:43-14:43
425,25.338003,81.761286,4,0.15,12.8537,17.3537,12:51-17:21
426,25.476722,81.711132,9,0.1333,10.53,15.53,10:32-15:32
427,25.441038,81.92681,3,0.3,13.0183,17.5183,13:01-17:31
428,25.476541,81.783718,5,0.1167,12.1643,17.1643,12:10-17:10
429,25.600786,81.914983,8,0.0833,9.3194,14.3194,09:19-14:19
430,25.478742,81.702914,10,0.3,9.205,14.205,09:12-14:12
431,25.607984,81.753332,10,0.3333,8.5157,13.0157,08:31-13:01
432,25.45761,81.673557,1,0.1333,9.5431,14.5431,09:33-14:33
433,25.417469,81.78625,9,0.1667,10.0051,15.0051,10:00-15:00
434,25.482299,81.762841,2,0.2167,10.768,14.768,10:46-14:46
435,25.5309,81.873445,6,0.2167,11.9985,16.9985,11:00-16:00
436,25.494247,82.053348,10,0.3333,8.8818,12.8818,08:53-12:53
437,25.506988,81.925054,7,0.1833,10.4213,15.4213,10:25-15:25
438,25.290218,81.841709,10,0.0833,10.0746,15.0746,10:04-15:04
439,25.429993,81.633682,4,0.1833,8.9988,12.9988,08:00-12:00
440,25.301613,81.688043,4,0.2167,9.7966,14.7966,09:48-14:48
441,25.497437,81.753749,4,0.2167,8.2865,12.7865,08:17-12:47
442,25.470368,81.902787,4,0.2167,9.8428,14.8428,09:51-14:51
443,25.427336,81.749608,7,0.3167,11.8454,15.8454,11:51-15:51
444,25.458843,81.914529,5,0.2833,10.5542,15.5542,10:33-15:33
445,25.423294,81.951872,8,0.15,8.8389,12.8389,08:50-12:50
446,25.397847,81.683022,5,0.1667,10.6909,15.6909,10:41-15:41
447,25.624111,81.82023,4,0.25,9.8549,14.8549,09:51-14:51
448,25.322405,81.740354,2,0.1833,9.2956,14.2956,09:18-14:18
449,25.585699,81.905472,6,0.1833,10.1879,14.1879,10:11-14:11
450,25.36323,81.774271,9,0.1167,8.8977,13.8977,08:54-13:54
451,25.607959,81.89826,9,0.15,10.4627,15.4627,10:28-15:28
452,25.553885,81.729766,3,0.2667,10.7295,15.7295,10:44-15:44
453,25.389326,81.648051,5,0.3,13.2222,17.7222,13:13-17:43
454,25.525586,82.035884,8,0.2833,9.6075,14.6075,09:36-14:36
455,25.538312,81.920073,7,0.15,10.7845,15.7845,10:47-15:47
456,25.465451,81.920295,1,0.1167,10.0467,14.0467,10:03-14:03
457,25.536956,81.832169,6,0.1167,10.2445,15.2445,10:15-15:15
458,25.305069,81.884868,1,0.1833,12.2235,17.2235,12:13-17:13
459,25.476817,81.637446,2,0.2167,10.803,14.803,10:48-14:48
460,25.352781,81.740147,7,0.3167,10.948,15.948,10:57-15:57
461,25.278339,81.760998,2,0.3167,9.9078,13.9078,09:54-13:54
462,25.526889,81.976556,4,0.0833,10.8149,15.8149,10:49-15:49
463,25.524196,81.81177,6,0.2667,10.0974,14.0974,10:06-14:06
464,25.398378,81.970267,7,0.15,8.8869,13.8869,08:53-13:53
465,25.292615,81.761689,5,0.1333,8.9224,13.9224,08:55-13:55
466,25.384734,81.673094,1,0.2167,11.7952,15.7952,11:48-15:48
467,25.356003,81.725905,8,0.0833,10.999,14.999,10:00-14:00
468,25.531199,81.80493,10,0.1667,8.8291,13.8291,08:50-13:50
469,25.537076,81.997515,9,0.2167,11.966,15.966,11:58-15:58
470,25.345007,81.841019,8,0.15,8.8217,13.8217,08:49-13:49
471,25.27754,81.966959,5,0.2333,9.2269,13.2269,09:14-13:14
472,25.342301,81.863253,9,0.2,8.8225,13.8225,08:49-13:49
473,25.492378,81.904556,5,0.2833,11.0109,16.0109,11:01-16:01
474,25.531177,81.964732,2,0.1167,12.8485,17.3485,12:51-17:21
475,25.410156,82.0056,9,0.0833,9.7882,13.7882,09:47-13:47
476,25.387048,81.997127,4,0.2167,9.8512,14.8512,09:51-14:51
477,25.3143,81.911789,10,0.15,9.7774,13.7774,09:47-13:47
478,25.284247,81.705704,4,0.2667,10.8197,14.8197,10:49-14:49
479,25.341769,81.728748,9,0.1,9.4967,14.4967,09:30-14:30
480,25.316141,81.928289,6,0.2333,10.0759,15.0759,10:05-15:05
481,25.324006,81.926196,5,0.3333,11.7937,16.7937,11:48-16:48
482,25.449287,81.918711,3,0.1,8.4705,12.9705,08:28-12:58
483,25.303868,81.755753,9,0.15,13.0406,17.5406,13:02-17:32
484,25.393959,81.949709,1,0.3,11.8671,15.8671,11:52-15:52
485,25.592193,81.886223,5,0.2167,9.436,14.436,09:26-14:26
486,25.381652,81.880053,4,0.1167,12.7859,17.2859,12:47-17:17
487,25.241951,81.881498,6,0.1333,10.3601,15.3601,10:22-15:22
488,25.457113,81.998986,3,0.2833,9.9834,14.9834,09:59-14:59
489,25.266745,81.754652,7,0.3,9.2452,14.2452,09:15-14:15
490,25.307222,81.783865,4,0.1667,9.2481,14.2481,09:15-14:15
491,25.416515,81.777648,2,0.2,8.7398,13.2398,08:44-13:14
492,25.327719,81.68596,2,0.2833,11.9615,15.9615,11:58-15:58
493,25.342755,81.69983,7,0.1167,9.7903,14.7903,09:47-14:47
494,25.364486,82.025032,3,0.1333,10.9118,14.9118,10:55-14:55
495,25.467015,81.702055,4,0.2833,9.8689,14.8689,09:52-14:52
496,25.282859,81.792277,7,0.1167,10.2571,15.2571,10:15-15:15
497,25.268469,81.931483,4,0.2833,11.7976,16.7976,11:48-16:48
498,25.323573,81.720435,4,0.2,8.4766,12.9766,08:29-12:59
499,25.357503,81.950227,3,0.3333,9.9198,14.9198,09:55-14:55
500,25.272956,81.831836,4,0.0833,10.8402,15.8402,10:50-15:50
501,25.422081,81.664857,7,0.3333,9.108,14.108,09:06-14:06
502,25.582789,81.705333,6,0.1333,12.9286,17.4286,12:56-17:26
503,25.546371,81.780044,10,0.0833,12.1759,16.1759,12:11-16:11
504,25.302315,81.842925,8,0.2667,11.8705,15.8705,11:52-15:52
505,25.257614,81.821027,1,0.2167,11.0192,15.0192,11:01-15:01
506,25.480296,81.694234,4,0.3,9.8421,14.8421,09:51-14:51
507,25.368187,82.020966,3,0.1,12.9977,17.4977,12:00-17:30
508,25.507961,81.715688,6,0.1,10.8262,15.8262,10:50-15:50
509,25.335837,81.850376,3,0.2333,9.3308,14.3308,09:20-14:20
510,25.564616,81.973428,10,0.3167,9.0561,13.0561,09:03-13:03
511,25.510272,81.886417,3,0.1833,9.8819,14.8819,09:53-14:53
512,25.488701,81.7565,6,0.2833,10.3362,15.3362,10:20-15:20
513,25.585429,81.906621,2,0.3167,9.2149,14.2149,09:13-14:13
514,25.402774,82.034092,10,0.3,8.7715,13.7715,08:46-13:46
515,25.340975,82.026087,10,0.2167,10.5326,15.5326,10:32-15:32
516,25.487047,81.954289,8,0.2667,10.0241,15.0241,10:01-15:01
517,25.40529,81.925885,4,0.2167,9.8753,14.8753,09:53-14:53
518,25.426895,81.631685,1,0.25,11.9764,15.9764,11:59-15:59
519,25.523329,81.855267,8,0.2333,9.7939,13.7939,09:48-13:48
520,25.480849,81.751616,5,0.2167,9.1106,13.1106,09:07-13:07
521,25.506108,81.747922,10,0.1833,8.8608,12.8608,08:52-12:52
522,25.333397,81.963666,7,0.25,8.8467,12.8467,08:51-12:51
523,25.542163,82.0164,6,0.2833,8.9074,13.9074,08:54-13:54
524,25.29541,81.732093,10,0.3167,9.7012,14.7012,09:42-14:42
525,25.558866,81.973745,9,0.2333,10.1482,15.1482,10:09-15:09
526,25.374859,81.922921,5,0.1,9.2234,13.2234,09:13-13:13
527,25.555346,81.810915,1,0.2333,9.076,13.076,09:05-13:05
528,25.576517,81.841858,1,0.1667,11.0815,16.0815,11:05-16:05
529,25.447762,81.751542,5,0.0833,8.49,12.99,08:29-12:59
530,25.394574,81.959598,6,0.1,11.2026,15.2026,11:12-15:12
531,25.391496,81.727511,1,0.2333,9.0054,13.0054,09:00-13:00
532,25.413141,81.759105,2,0.3333,9.9275,13.9275,09:56-13:56
533,25.321535,81.953898,8,0.2167,11.0702,16.0702,11:04-16:04
534,25.329342,81.70217,8,0.2,10.0231,14.0231,10:01-14:01
535,25.503277,81.851344,1,0.1,12.812,17.312,12:49-17:19
536,25.471707,81.997441,6,0.25,10.4464,15.4464,10:27-15:27
537,25.261481,81.815617,1,0.0833,10.9067,14.9067,10:54-14:54
538,25.524954,82.010282,8,0.3,13.1734,17.6734,13:10-17:40
539,25.526517,82.01839,9,0.3,9.9394,14.9394,09:56-14:56
540,25.506357,81.716626,9,0.3333,9.1608,14.1608,09:10-14:10
541,25.615895,81.832662,6,0.15,12.9712,17.4712,12:58-17:28
542,25.337568,81.806388,7,0.1167,13.1268,17.6268,13:08-17:38
543,25.501743,81.729737,10,0.15,9.8176,14.8176,09:49-14:49
544,25.528071,81.840079,7,0.2833,12.2123,17.2123,12:13-17:13
545,25.523525,81.96615,5,0.1333,9.9903,13.9903,09:59-13:59
546,25.313729,81.891874,8,0.3167,11.8799,16.8799,11:53-16:53
547,25.354085,81.918725,6,0.1167,9.3707,14.3707,09:22-14:22
548,25.587604,81.938781,9,0.0833,9.3825,14.3825,09:23-14:23
549,25.439716,81.716874,6,0.1333,11.9334,15.9334,11:56-15:56
550,25.334999,81.895623,9,0.2833,9.6088,14.6088,09:37-14:37
551,25.354575,81.863852,1,0.2333,12.2248,16.2248,12:13-16:13
552,25.514938,81.967994,1,0.1667,10.5845,15.5845,10:35-15:35
553,25.484241,81.962035,1,0.25,10.0236,14.0236,10:01-14:01
554,25.540504,81.769726,6,0.25,10.9743,15.9743,10:58-15:58
555,25.535527,81.878119,8,0.2167,11.1641,15.1641,11:10-15:10
556,25.454563,82.03839,3,0.2167,12.1748,16.1748,12:10-16:10
557,25.385781,82.050988,2,0.1,8.8965,13.8965,08:54-13:54
558,25.292733,81.85607,9,0.15,10.2267,15.2267,10:14-15:14
559,25.297867,81.754089,8,0.2167,12.9476,17.4476,12:57-17:27
560,25.250693,81.854947,7,0.1167,9.15,14.15,09:09-14:09
561,25.606861,81.956907,5,0.2,12.2334,17.2334,12:14-17:14
562,25.442072,82.020755,5,0.1,12.1018,17.1018,12:06-17:06
563,25.53983,81.673516,1,0.2833,10.8308,15.8308,10:50-15:50
564,25.312876,81.686745,2,0.1,9.0431,13.0431,09:03-13:03
565,25.330713,81.687922,9,0.1,8.8094,12.8094,08:49-12:49
566,25.369262,81.711869,4,0.25,10.1446,15.1446,10:09-15:09
567,25.441522,81.768314,8,0.1333,8.8907,13.8907,08:53-13:53
568,25.483006,81.866281,8,0.1667,9.0976,14.0976,09:06-14:06
569,25.341749,81.962052,4,0.1667,9.205,14.205,09:12-14:12
570,25.297316,81.807412,3,0.1333,9.8405,13.8405,09:50-13:50
571,25.366672,81.969546,7,0.2833,8.4464,12.9464,08:27-12:57
572,25.520941,81.70659,1,0.2667,12.0736,17.0736,12:04-17:04
573,25.286467,81.86448,5,0.1333,8.9598,12.9598,08:58-12:58
574,25.457072,81.645959,9,0.25,11.8374,16.8374,11:50-16:50
575,25.482193,81.777442,8,0.2667,8.7645,13.7645,08:46-13:46
576,25.334026,81.842906,8,0.2167,10.9533,15.9533,10:57-15:57
577,25.585522,81.740429,1,0.2333,9.0746,13.0746,09:04-13:04
578,25.279273,81.740647,2,0.3167,9.037,14.037,09:02-14:02
579,25.552287,81.669402,3,0.2,8.8281,13.8281,08:50-13:50
580,25.335635,82.01965,3,0.1833,10.9753,15.9753,10:59-15:59
581,25.248259,81.847844,2,0.2167,10.9347,15.9347,10:56-15:56
582,25.321046,81.82089,10,0.3,10.8871,14.8871,10:53-14:53
583,25.538693,81.934655,2,0.2667,12.1146,17.1146,12:07-17:07
584,25.347881,81.918395,8,0.1,9.4048,14.4048,09:24-14:24
585,25.571933,81.760112,6,0.2,9.5201,14.5201,09:31-14:31
586,25.304862,81.690271,7,0.2667,12.2116,16.2116,12:13-16:13
587,25.489363,81.967383,3,0.1333,12.0196,16.0196,12:01-16:01
588,25.355898,81.987962,4,0.3333,11.0585,16.0585,11:04-16:04
589,25.476737,81.96425,7,0.2833,9.7866,13.7866,09:47-13:47
590,25.525803,81.861972,3,0.3,10.8391,15.8391,10:50-15:50
591,25.52215,81.799427,7,0.1,8.8005,12.8005,08:48-12:48
592,25.374933,81.869042,1,0.2333,13.1324,17.6324,13:08-17:38
593,25.36741,82.046581,1,0.2167,11.168,15.168,11:10-15:10
594,25.329592,81.76256,8,0.25,10.3432,15.3432,10:21-15:21
595,25.61752,81.855554,7,0.3,12.8596,17.3596,12:52-17:22
596,25.406811,82.026731,1,0.1667,10.9116,15.9116,10:55-15:55
597,25.408016,81.745087,9,0.2167,8.5455,13.0455,08:33-13:03
598,25.374254,81.77019,1,0.25,11.0609,16.0609,11:04-16:04
599,25.614256,81.823611,10,0.2833,9.0934,14.0934,09:06-14:06
600,25.356638,81.763611,8,0.2833,9.2026,13.2026,09:12-13:12
601,25.247834,81.875915,10,0.1667,8.8975,13.8975,08:54-13:54
602,25.441886,81.752642,10,0.3333,13.0794,17.5794,13:05-17:35
603,25.571361,81.741962,4,0.0833,11.0299,16.0299,11:02-16:02
604,25.402866,81.650472,8,0.2,9.9029,14.9029,09:54-14:54
605,25.536694,81.820005,3,0.2333,11.2037,16.2037,11:12-16:12
606,25.457927,81.726103,5,0.0833,9.7977,14.7977,09:48-14:48
607,25.566289,81.686095,3,0.2,8.606,13.106,08:36-13:06
608,25.517819,81.925467,5,0.2333,13.1139,17.6139,13:07-17:37
609,25.421001,81.698602,9,0.2333,9.2077,14.2077,09:12-14:12
610,25.310667,81.901072,5,0.1,9.5093,14.5093,09:31-14:31
611,25.334887,81.807567,1,0.15,10.9108,14.9108,10:55-14:55
612,25.336152,81.685887,4,0.1333,9.1639,13.1639,09:10-13:10
613,25.608064,81.809682,8,0.25,13.1354,17.6354,13:08-17:38
614,25.562021,81.832714,6,0.1667,9.0002,13.0002,09:00-13:00
615,25.3925,82.042066,6,0.2333,10.1339,14.1339,10:08-14:08
616,25.425653,81.736608,5,0.2667,8.8839,12.8839,08:53-12:53
617,25.435795,81.795257,3,0.2833,11.0448,16.0448,11:03-16:03
618,25.34886,81.98514,6,0.1167,12.1826,17.1826,12:11-17:11
619,25.576541,81.99995,7,0.3167,9.909,14.909,09:55-14:55
620,25.492242,81.862744,9,0.1167,8.9918,12.9918,08:00-12:00
621,25.45266,81.7387,7,0.0833,9.2255,14.2255,09:14-14:14
622,25.290061,81.856759,10,0.0833,13.1491,17.6491,13:09-17:39
623,25.614475,81.828275,9,0.1333,10.6935,15.6935,10:42-15:42
624,25.364842,81.863877,1,0.3,12.9426,17.4426,12:57-17:27
625,25.563839,81.8265,4,0.1333,12.2483,16.2483,12:15-16:15
626,25.28903,81.947197,4,0.2667,11.8263,15.8263,11:50-15:50
627,25.4699,81.712194,1,0.1833,10.5094,15.5094,10:31-15:31
628,25.517563,81.899706,2,0.0833,11.9896,16.9896,11:59-16:59
629,25.345356,81.809915,8,0.2,11.1492,16.1492,11:09-16:09
630,25.478019,81.708509,4,0.0833,10.2043,15.2043,10:12-15:12
631,25.56123,81.775202,2,0.2,11.1156,16.1156,11:07-16:07
632,25.517157,81.662647,3,0.2167,9.0634,13.0634,09:04-13:04
633,25.592509,81.887351,3,0.2167,9.9637,13.9637,09:58-13:58
634,25.319765,81.978555,2,0.15,9.5052,14.5052,09:30-14:30
635,25.623259,81.911875,2,0.2833,8.5047,13.0047,08:30-13:00
636,25.537621,81.938721,8,0.2333,8.7602,13.7602,08:46-13:46
637,25.376801,81.717469,9,0.15,9.0015,14.0015,09:00-14:00
638,25.392133,81.640576,5,0.1833,9.178,14.178,09:11-14:11
639,25.451472,81.730721,7,0.1,10.6046,15.6046,10:36-15:36
640,25.549172,81.704723,10,0.3167,10.1479,15.1479,10:09-15:09
641,25.424283,81.654532,9,0.2833,9.9452,14.9452,09:57-14:57
642,25.459342,81.767537,1,0.15,9.0145,13.0145,09:01-13:01
643,25.568673,81.89305,10,0.25,12.7667,17.2667,12:46-17:16
644,25.44523,81.953431,1,0.25,10.9415,15.9415,10:56-15:56
645,25.367873,81.773958,1,0.2333,10.4872,15.4872,10:29-15:29
646,25.523027,81.726703,5,0.0833,9.3776,14.3776,09:23-14:23
647,25.548738,81.849837,8,0.3167,8.7656,13.7656,08:46-13:46
648,25.258585,81.828211,1,0.3333,10.5952,15.5952,10:36-15:36
649,25.352293,81.65818,3,0.3333,11.9675,15.9675,11:58-15:58
650,25.61138,81.882892,3,0.3333,11.9578,16.9578,11:57-16:57
651,25.347034,81.916444,4,0.3167,9.875,13.875,09:52-13:52
652,25.523325,81.771739,10,0.2667,8.5189,13.0189,08:31-13:01
653,25.385158,81.741801,4,0.0833,12.969,17.469,12:58-17:28
654,25.442283,81.938691,3,0.2,10.987,14.987,10:59-14:59
655,25.551854,81.675768,2,0.1333,9.0404,14.0404,09:02-14:02
656,25.360544,81.964035,2,0.1333,8.2532,12.7532,08:15-12:45
657,25.497312,81.756575,2,0.3,8.7038,13.2038,08:42-13:12
658,25.380347,82.039642,6,0.3,11.7855,15.7855,11:47-15:47
659,25.326303,81.76901,5,0.2167,11.9755,15.9755,11:59-15:59
660,25.39016,81.884525,5,0.2667,9.8537,13.8537,09:51-13:51
661,25.421899,81.944187,9,0.1167,9.0119,13.0119,09:01-13:01
662,25.557366,81.729942,6,0.1333,12.8901,17.3901,12:53-17:23
663,25.503279,82.026995,2,0.3,11.18,16.18,11:11-16:11
664,25.521225,81.902092,4,0.2,9.9482,14.9482,09:57-14:57
665,25.331915,82.022807,4,0.2167,9.5694,14.5694,09:34-14:34
666,25.398718,81.647143,9,0.2,8.8744,12.8744,08:52-12:52
667,25.500543,81.656326,4,0.1333,8.7597,12.7597,08:46-12:46
668,25.538071,81.845406,2,0.3,9.9521,13.9521,09:57-13:57
669,25.41798,81.912114,8,0.2833,11.0182,16.0182,11:01-16:01
670,25.280645,81.958475,5,0.25,10.9798,14.9798,10:59-14:59
671,25.511286,81.943329,1,0.1667,10.231,14.231,10:14-14:14
672,25.29469,81.766842,7,0.25,11.1034,15.1034,11:06-15:06
673,25.60992,81.843368,3,0.3333,11.2478,15.2478,11:15-15:15
674,25.410841,81.75961,9,0.25,11.8975,15.8975,11:54-15:54
675,25.290067,81.736313,9,0.2,12.1445,16.1445,12:09-16:09
676,25.285805,81.979592,4,0.15,8.5278,13.0278,08:32-13:02
677,25.58291,81.750373,6,0.2167,10.5559,15.5559,10:33-15:33
678,25.300069,81.849212,6,0.1667,10.2429,15.2429,10:15-15:15
679,25.559509,82.000441,7,0.2333,8.577,13.077,08:35-13:05
680,25.338237,81.968256,1,0.0833,12.1994,16.1994,12:12-16:12
681,25.593169,81.924543,4,0.1333,10.1129,14.1129,10:07-14:07
682,25.489442,82.037156,2,0.2833,10.8137,14.8137,10:49-14:49
683,25.607734,81.867524,7,0.1833,9.5997,14.5997,09:36-14:36
684,25.327899,81.882418,1,0.1833,10.4922,15.4922,10:30-15:30
685,25.38288,81.780217,6,0.2167,11.2094,15.2094,11:13-15:13
686,25.378157,81.942427,8,0.2,9.1534,14.1534,09:09-14:09
687,25.309462,81.922773,10,0.2833,9.8021,13.8021,09:48-13:48
688,25.575379,81.805796,3,0.1333,8.817,13.817,08:49-13:49
689,25.437699,81.675814,1,0.2833,9.2848,14.2848,09:17-14:17
690,25.310774,81.809958,8,0.1333,11.9966,15.9966,11:00-15:00
691,25.397687,82.037703,1,0.1667,10.7904,15.7904,10:47-15:47
692,25.587256,81.719547,1,0.2333,9.6118,14.6118,09:37-14:37
693,25.445683,81.962828,10,0.3167,10.5262,15.5262,10:32-15:32
694,25.357562,82.015432,9,0.1333,10.6679,15.6679,10:40-15:40
695,25.574694,81.747421,8,0.2333,8.8899,13.8899,08:53-13:53
696,25.29174,81.816345,9,0.1,12.0096,17.0096,12:01-17:01
697,25.431223,81.741372,1,0.1,8.3087,12.8087,08:19-12:49
698,25.28606,81.73998,1,0.2833,10.6923,15.6923,10:42-15:42
699,25.324928,81.669401,4,0.2667,9.8375,14.8375,09:50-14:50
700,25.383892,82.025564,1,0.1833,10.8012,14.8012,10:48-14:48
701,25.446112,82.056726,9,0.2333,8.3525,12.8525,08:21-12:51
702,25.349271,82.041911,1,0.1833,9.1531,13.1531,09:09-13:09
703,25.504592,81.959062,6,0.15,11.8029,15.8029,11:48-15:48
704,25.548848,81.720035,9,0.1833,9.0572,14.0572,09:03-14:03
705,25.406729,81.998152,8,0.15,8.6231,13.1231,08:37-13:07
706,25.253381,81.764128,3,0.3,9.1255,13.1255,09:08-13:08
707,25.455071,81.767271,5,0.1833,8.845,12.845,08:51-12:51
708,25.463586,81.70371,6,0.1667,9.7808,14.7808,09:47-14:47
709,25.263461,81.924105,8,0.2167,9.9744,13.9744,09:58-13:58
710,25.324954,81.864748,5,0.2833,10.8512,15.8512,10:51-15:51
711,25.612799,81.839773,3,0.15,10.0996,15.0996,10:06-15:06
712,25.377642,81.720693,8,0.3333,10.9283,14.9283,10:56-14:56
713,25.513352,81.646607,9,0.2,11.9747,15.9747,11:58-15:58
714,25.588758,81.727346,5,0.25,11.8067,15.8067,11:48-15:48
715,25.462693,81.722567,1,0.3333,13.0338,17.5338,13:02-17:32
716,25.505212,82.024469,6,0.1833,10.8428,15.8428,10:51-15:51
717,25.32432,81.795466,9,0.1333,12.0895,16.0895,12:05-16:05
718,25.561564,81.950035,10,0.2667,9.2856,14.2856,09:17-14:17
719,25.342483,81.69844,5,0.0833,10.2379,14.2379,10:14-14:14
720,25.610154,81.790668,2,0.2,9.5923,14.5923,09:36-14:36
721,25.382338,81.841554,6,0.3333,8.3409,12.8409,08:20-12:50
722,25.34372,81.891974,9,0.1833,9.757,14.757,09:45-14:45
723,25.600448,81.888068,10,0.25,9.9172,13.9172,09:55-13:55
724,25.58262,81.804311,1,0.2167,10.8264,14.8264,10:50-14:50
725,25.549912,81.9418,3,0.1333,9.8592,14.8592,09:52-14:52
726,25.497137,81.864231,5,0.1667,12.1864,17.1864,12:11-17:11
727,25.438823,81.981704,1,0.2167,8.5516,13.0516,08:33-13:03
728,25.605396,81.928313,9,0.1,11.8382,16.8382,11:50-16:50
729,25.382175,81.863504,2,0.1833,9.0283,14.0283,09:02-14:02
730,25.307006,81.831834,7,0.1833,9.8779,14.8779,09:53-14:53
731,25.361877,82.043676,10,0.3,9.7381,14.7381,09:44-14:44
732,25.494793,81.867962,7,0.1,9.7664,14.7664,09:46-14:46
733,25.568012,81.969916,8,0.3,12.1162,17.1162,12:07-17:07
734,25.35531,81.925373,3,0.1833,9.6365,14.6365,09:38-14:38
735,25.607781,81.922433,9,0.25,9.7836,14.7836,09:47-14:47
736,25.380586,81.665165,5,0.2167,11.8359,16.8359,11:50-16:50
737,25.485722,82.046005,1,0.15,10.9422,14.9422,10:57-14:57
738,25.403628,81.951276,4,0.3167,9.1841,14.1841,09:11-14:11
739,25.319658,81.947196,4,0.1333,11.0185,15.0185,11:01-15:01
740,25.283241,81.943915,6,0.0833,11.0777,16.0777,11:05-16:05
741,25.541308,81.847519,3,0.2833,9.1415,13.1415,09:08-13:08
742,25.514177,81.920021,5,0.2333,8.6641,13.1641,08:40-13:10
743,25.471313,81.800411,5,0.3167,11.9881,15.9881,11:59-15:59
744,25.630048,81.847967,4,0.2,9.0044,13.0044,09:00-13:00
745,25.267319,81.836718,7,0.0833,8.609,13.109,08:37-13:07
746,25.275892,81.857997,4,0.0833,8.3817,12.8817,08:23-12:53
747,25.349814,82.011791,8,0.1833,9.1772,13.1772,09:11-13:11
748,25.301675,81.914682,3,0.1333,8.7604,13.7604,08:46-13:46
749,25.462626,81.693612,9,0.3167,10.8479,14.8479,10:51-14:51
750,25.510024,81.718928,4,0.1,12.1501,16.1501,12:09-16:09
751,25.42535,82.02401,1,0.3167,9.4201,14.4201,09:25-14:25
752,25.392959,81.943151,2,0.1333,10.8249,15.8249,10:49-15:49
753,25.444646,82.053543,9,0.1,11.8434,16.8434,11:51-16:51
754,25.257632,81.871396,9,0.15,9.0154,13.0154,09:01-13:01
755,25.385917,81.722392,3,0.1167,12.1731,17.1731,12:10-17:10
756,25.456707,82.014673,7,0.1833,8.2853,12.7853,08:17-12:47
757,25.394501,81.928582,6,0.1667,11.7652,15.7652,11:46-15:46
758,25.612964,81.754563,2,0.2167,10.9826,15.9826,10:59-15:59
759,25.61591,81.909126,5,0.2167,10.2281,15.2281,10:14-15:14
760,25.250861,81.897827,7,0.0833,12.8895,17.3895,12:53-17:23
761,25.407136,81.717457,10,0.1,9.2296,13.2296,09:14-13:14
762,25.489062,81.927967,9,0.1167,10.1938,15.1938,10:12-15:12
763,25.530765,81.87856,1,0.1333,8.8916,13.8916,08:53-13:53
764,25.482936,81.907964,3,0.1,8.6585,13.1585,08:40-13:10
