order_date,weather_condition,traffic_level,area_type,distance_km,historical_orders,holiday_flag,peak_hour,rider_count,demand_orders,delivery_time_minutes
2024-04-19 17:00:00,2,2,0,5.965974757279644,262,1,0,63,211,48.490465363266914
2024-04-19 18:00:00,0,2,2,7.862104643150888,332,0,1,72,291,54.37347796962226
2024-04-19 19:00:00,0,1,1,10.361216048518042,297,1,1,91,321,41.32627134482808
2024-04-19 20:00:00,1,2,1,7.824981117300775,168,0,1,89,171,57.28817839315583
2024-04-19 21:00:00,0,0,0,11.501905541201245,428,0,1,22,342,67.94799166797131
2024-04-19 22:00:00,1,2,2,5.534344114424221,276,1,1,42,254,46.15409211200739
2024-04-19 23:00:00,0,2,0,13.07187358113925,73,1,1,16,130,60.094852359266746
2024-04-20 00:00:00,2,2,2,17.221497078372213,239,0,1,39,179,58.39750696298273
2024-04-20 01:00:00,2,2,2,5.257273891389035,357,0,1,20,321,46.16002844186109
2024-04-20 02:00:00,0,2,1,10.649667101256828,356,1,0,79,267,51.64184196935317
2024-04-20 03:00:00,0,0,0,13.325105906447885,499,1,0,30,373,65.46528971463016
2024-04-20 04:00:00,2,1,0,11.727896493054908,106,1,0,41,88,40.69476056203087
2024-04-20 05:00:00,2,2,1,7.947339477652293,360,1,1,14,338,45.14196299735321
2024-04-20 06:00:00,1,1,1,13.20179445210922,358,1,1,44,346,59.13188070862754
2024-04-20 07:00:00,0,1,0,1.5366779179914485,138,1,0,56,158,24.641422117784785
2024-04-20 08:00:00,2,2,1,8.028218407932227,324,0,0,21,225,40.42344243572762
2024-04-20 09:00:00,2,0,2,11.11963207817906,158,0,0,46,96,63.61030549419181
2024-04-20 10:00:00,2,1,0,1.3916500178814288,190,1,0,53,192,18.657485451802906
2024-04-20 11:00:00,2,1,0,10.645327764001696,334,0,0,31,240,30.621986761435014
2024-04-20 12:00:00,2,1,1,13.430834754546938,439,0,0,20,306,51.82820860020173
2024-04-20 13:00:00,2,2,2,15.424946256547855,425,0,0,96,289,57.41454340568994
2024-04-20 14:00:00,0,1,0,3.1541075467791773,293,0,0,64,186,26.44288396207589
2024-04-20 15:00:00,2,1,0,19.8207326229422,434,0,0,19,316,63.0754109643688
2024-04-20 16:00:00,1,2,2,12.517186325366817,457,0,0,51,318,58.10379442221488
2024-04-20 17:00:00,1,1,1,7.90068205963427,123,0,1,97,105,57.00915935469659
2024-04-20 18:00:00,2,2,1,5.732764234677562,404,0,1,89,327,32.54828007145582
2024-04-20 19:00:00,0,2,1,11.885040371984877,311,1,1,85,326,61.01239984551244
2024-04-20 20:00:00,2,1,1,17.752521296164844,225,1,0,64,242,45.65891597503877
2024-04-20 21:00:00,1,2,2,10.89074252668593,453,1,0,59,351,57.29538090909036
2024-04-20 22:00:00,2,2,2,13.567969056494244,279,1,1,41,300,55.14198238174082
2024-04-20 23:00:00,0,2,0,7.7962323512706435,125,0,1,97,129,46.67842023902352
2024-04-21 00:00:00,0,2,0,8.37489347369048,372,1,0,77,302,42.09877078503265
2024-04-21 01:00:00,2,1,2,6.437327009665948,232,1,1,27,258,23.666318060148537
2024-04-21 02:00:00,2,0,0,14.407108592996556,323,0,1,90,304,66.82908826125477
2024-04-21 03:00:00,0,2,2,7.824563514914736,326,1,1,94,340,51.14525245266307
2024-04-21 04:00:00,0,1,1,4.623611676783545,276,1,1,74,295,30.7015628822354
2024-04-21 05:00:00,2,1,2,8.01861085215852,497,0,1,34,381,33.838217686641286
2024-04-21 06:00:00,0,1,2,17.222716948822367,214,1,1,40,249,51.78047646862353
2024-04-21 07:00:00,2,1,0,15.026788827961544,324,1,1,93,346,47.4261980858962
2024-04-21 08:00:00,0,2,2,7.358176044807714,266,0,1,99,247,37.80114048722846
2024-04-21 09:00:00,2,1,1,18.229370331897343,361,0,1,28,316,47.17847536294135
2024-04-21 10:00:00,1,1,1,2.4218200672318724,239,1,0,98,210,39.6604934165604
2024-04-21 11:00:00,2,2,0,1.9453220368592208,67,1,1,27,130,30.45080707421655
2024-04-21 12:00:00,2,1,0,3.421936740919584,281,1,0,77,247,30.92752852181717
2024-04-21 13:00:00,2,2,2,3.212640361313458,463,0,0,42,319,34.66247564575279
2024-04-21 14:00:00,2,2,0,2.6688519852344696,233,1,0,79,171,24.04225684096258
2024-04-21 15:00:00,0,1,1,13.565509627961855,155,1,1,16,225,51.18382554083489
2024-04-21 16:00:00,2,2,0,12.416005213453053,292,1,1,10,307,43.22506538485443
2024-04-21 17:00:00,1,2,0,13.30450470105258,475,1,1,96,383,70.05296249938813
2024-04-21 18:00:00,2,1,1,14.07895502907857,102,0,1,89,72,41.92635561481836
2024-04-21 19:00:00,2,1,2,15.380715297132918,275,0,1,68,238,42.27991749436152
2024-04-21 20:00:00,2,2,2,4.936361622241797,251,1,1,43,277,34.97810104861323
2024-04-21 21:00:00,2,0,0,12.823766751461196,135,1,1,61,172,59.71423366174195
2024-04-21 22:00:00,2,2,1,12.020924527391092,99,0,1,20,101,47.45840549778055
2024-04-21 23:00:00,2,1,1,18.929540490266,432,0,1,17,349,42.48843073775352
2024-04-22 00:00:00,2,2,1,5.414986760553323,309,0,0,97,213,41.26869790484804
2024-04-22 01:00:00,2,2,2,2.115735753112297,368,0,1,96,302,30.730441050202117
2024-04-22 02:00:00,0,2,1,13.41640632457632,244,1,1,62,237,56.09244126744908
2024-04-22 03:00:00,0,2,1,15.063283964497524,418,0,1,24,346,62.619562491921
2024-04-22 04:00:00,2,2,2,6.380724110343463,297,0,0,37,208,32.09925713094531
2024-04-22 05:00:00,2,0,1,11.84612018785371,105,1,1,93,133,62.451830388458106
2024-04-22 06:00:00,1,2,2,2.131185245148861,226,1,1,23,257,47.28720168692574
2024-04-22 07:00:00,0,2,0,19.24085198219749,199,1,0,99,171,64.2571985290116
2024-04-22 08:00:00,0,1,0,3.088574492684204,445,1,1,67,385,32.0845005611228
2024-04-22 09:00:00,2,0,0,2.2838401868879186,482,1,0,66,380,43.45060318874386
2024-04-22 10:00:00,0,0,0,1.8380930303977616,62,1,0,61,77,39.6769962545464
2024-04-22 11:00:00,0,1,0,9.1181662235637,410,1,1,46,369,39.44337963057042
2024-04-22 12:00:00,0,2,2,2.8460351256866105,338,0,1,11,270,34.179816324029176
2024-04-22 13:00:00,1,1,2,15.14831657815593,480,0,0,43,341,70.25267385224525
2024-04-22 14:00:00,2,2,2,18.078609051901708,113,1,1,43,192,59.773468568654735
2024-04-22 15:00:00,2,2,1,5.944159714172284,388,0,0,67,270,41.10172969464929
2024-04-22 16:00:00,0,1,0,12.94668926577658,154,0,1,82,144,43.9134149935906
2024-04-22 17:00:00,1,0,1,1.8044304932245376,450,1,0,70,372,50.58847620203278
2024-04-22 18:00:00,2,1,1,8.344724962163113,288,0,1,63,253,33.18224284364171
2024-04-22 19:00:00,2,2,1,6.565900155126839,83,0,0,76,30,39.7380066890916
2024-04-22 20:00:00,2,2,0,5.343762832366818,373,0,0,39,265,40.339519186557126
2024-04-22 21:00:00,2,1,1,13.249746302945285,88,0,0,92,48,32.9320276224793
2024-04-22 22:00:00,0,1,0,3.47433098081219,274,1,1,89,297,29.417428926101238
2024-04-22 23:00:00,0,1,0,17.35349994264278,178,0,0,68,85,56.85246102167478
2024-04-23 00:00:00,2,2,0,13.63188222100596,182,0,1,67,175,54.00683673273633
2024-04-23 01:00:00,2,2,1,14.503968395073102,89,1,1,33,174,41.40914465774281
2024-04-23 02:00:00,2,1,0,18.771541864495696,368,0,0,24,250,57.64425036816789
2024-04-23 03:00:00,2,1,0,18.90508455854778,434,1,0,31,341,47.41252188740536
2024-04-23 04:00:00,0,1,2,11.48139415256548,468,0,1,41,363,47.489869699879605
2024-04-23 05:00:00,1,2,1,10.412216528433628,270,0,0,84,185,69.43180913244473
2024-04-23 06:00:00,1,2,2,7.3722505563112914,450,1,0,51,326,58.76304912208752
2024-04-23 07:00:00,2,1,2,14.595860593846895,143,1,1,68,165,45.47508477547338
2024-04-23 08:00:00,1,2,1,11.225968852616449,148,1,0,97,117,61.5581735027345
2024-04-23 09:00:00,0,1,2,18.72462651506237,109,0,1,92,154,58.21168799528709
2024-04-23 10:00:00,0,0,0,5.533893025539501,178,1,0,64,134,50.95026253034663
2024-04-23 11:00:00,2,0,2,6.894801038759324,181,1,0,14,150,55.94817469434788
2024-04-23 12:00:00,2,2,2,7.005718500979405,442,0,1,50,328,38.1759297643286
2024-04-23 13:00:00,2,0,0,16.313970636577434,350,1,0,66,315,66.84170816200623
2024-04-23 14:00:00,2,0,2,2.881766305000894,465,0,1,62,365,40.94183074736105
2024-04-23 15:00:00,2,0,0,9.657333298790617,118,0,0,47,53,59.13863594948168
2024-04-23 16:00:00,2,2,1,9.1240340024879,63,1,0,10,69,36.65902093675058
2024-04-23 17:00:00,2,1,2,2.3896527992614134,484,1,1,69,409,20.0198756660849
2024-04-23 18:00:00,0,1,1,8.805142972342596,200,0,1,85,208,43.84424563699047
2024-04-23 19:00:00,2,1,2,10.754181682395645,223,1,1,55,241,37.45899785472464
2024-04-23 20:00:00,2,2,0,2.236989157593352,460,0,1,13,348,28.52869328629607
2024-04-23 21:00:00,1,1,2,10.68738044044868,394,1,1,24,394,47.489853723631455
2024-04-23 22:00:00,1,1,1,19.22552018898462,341,1,0,90,289,70.52825378801589
2024-04-23 23:00:00,0,2,0,19.599372140069114,245,0,1,21,203,61.78903312813254
2024-04-24 00:00:00,1,1,0,11.101915793206413,81,0,1,10,114,51.69198105603768
2024-04-24 01:00:00,0,2,1,10.78684171945622,122,1,1,86,144,52.23904358880266
2024-04-24 02:00:00,1,0,1,6.424655161911437,243,0,1,39,185,64.67070834234912
2024-04-24 03:00:00,2,2,2,19.94519396252993,475,1,1,83,399,66.26761590051845
2024-04-24 04:00:00,2,2,2,6.210354249479295,99,1,1,15,174,47.15163698256834
2024-04-24 05:00:00,2,2,0,9.60512470835917,106,0,1,82,153,46.74123702112583
2024-04-24 06:00:00,2,2,1,1.055747098250854,166,0,0,59,94,33.048023967339816
2024-04-24 07:00:00,2,1,1,7.635413527273601,241,0,1,11,219,34.52914144685489
2024-04-24 08:00:00,0,0,2,2.357365711567654,479,1,0,15,409,57.13212105382003
2024-04-24 09:00:00,0,1,2,15.132670637317512,266,1,0,84,241,47.90838301860106
2024-04-24 10:00:00,0,1,0,11.659274607568712,160,0,0,99,100,33.30395074005447
2024-04-24 11:00:00,2,2,1,11.871265668465474,138,0,0,86,114,47.20961154601843
2024-04-24 12:00:00,1,1,1,6.443714432094357,409,1,1,47,394,38.076946741730175
2024-04-24 13:00:00,0,1,1,16.483029514806496,359,1,1,85,324,50.32527764076907
2024-04-24 14:00:00,2,1,1,1.0621475812937533,358,0,0,92,202,13.317018907749656
2024-04-24 15:00:00,0,1,2,7.338422404119649,206,0,1,27,177,37.12971441233956
2024-04-24 16:00:00,2,1,2,13.530452318718488,470,1,0,28,364,49.16665214888391
2024-04-24 17:00:00,2,1,2,18.250528210921495,118,1,0,37,98,57.354260574225954
2024-04-24 18:00:00,1,2,0,5.457703181579428,319,0,0,21,215,50.42472066266062
2024-04-24 19:00:00,2,0,1,11.280900982820942,274,1,0,61,266,53.35431781121643
2024-04-24 20:00:00,2,1,2,11.2218369901331,460,1,0,86,370,33.58105773410956
2024-04-24 21:00:00,1,0,1,17.609313011830295,54,1,1,96,104,82.98966154540113
2024-04-24 22:00:00,0,1,2,1.9598209016370047,292,0,1,67,230,23.604206465317464
2024-04-24 23:00:00,2,1,0,9.06503566034344,167,1,1,31,225,36.93024071047196
2024-04-25 00:00:00,2,1,2,4.4668478210467,221,0,1,54,201,34.47445234674973
2024-04-25 01:00:00,2,2,0,1.409119405673363,192,1,1,71,233,28.266723723551447
2024-04-25 02:00:00,0,2,1,3.7935878698891736,372,1,0,51,307,26.707017361622142
2024-04-25 03:00:00,2,2,2,19.552942784115785,306,0,1,76,262,56.29970702847437
2024-04-25 04:00:00,2,2,2,5.08212168088509,457,0,0,18,367,34.25189580555675
2024-04-25 05:00:00,1,2,2,18.7655846933802,414,1,1,73,371,86.98930240341949
2024-04-25 06:00:00,0,2,1,4.899832509987892,367,0,0,24,230,45.00017897600375
2024-04-25 07:00:00,2,0,0,18.694609320305204,127,0,0,39,92,68.69226187090202
2024-04-25 08:00:00,0,1,0,13.437797768805972,106,0,0,35,73,39.29076162571042
2024-04-25 09:00:00,0,1,2,3.1511529725366083,69,1,0,78,95,14.091209828350408
2024-04-25 10:00:00,2,2,1,12.056387947404978,491,0,0,31,334,52.47150123701761
2024-04-25 11:00:00,2,2,0,7.051766713265294,63,1,0,63,75,35.89329462335662
2024-04-25 12:00:00,1,1,0,8.279909963583334,255,0,1,67,254,43.22407861333018
2024-04-25 13:00:00,2,1,0,9.363248198864488,286,0,1,88,269,38.60378350398639
2024-04-25 14:00:00,0,2,0,9.031433428076356,230,1,0,62,196,42.98551593874508
2024-04-25 15:00:00,2,2,0,13.61806891917755,340,1,0,28,285,47.41204123890429
2024-04-25 16:00:00,2,1,2,15.5989933032245,495,0,1,43,405,47.11868107559209
2024-04-25 17:00:00,2,0,2,7.254376094821305,238,1,0,91,205,53.64169523150046
2024-04-25 18:00:00,2,2,2,18.562915272028107,196,1,1,23,200,66.63698427121446
2024-04-25 19:00:00,2,2,0,18.83085996635865,389,0,0,31,225,57.33846154830849
2024-04-25 20:00:00,2,2,0,1.7731183058717246,91,0,1,97,127,29.923528105124277
2024-04-25 21:00:00,1,0,0,1.2832669887773511,477,1,0,22,366,55.22402796951276
2024-04-25 22:00:00,1,1,2,9.076260272870158,403,0,1,73,359,47.20078069167722
2024-04-25 23:00:00,0,1,0,12.222259768765513,50,1,1,65,97,43.4606953927803
2024-04-26 00:00:00,1,2,2,6.28019020158917,373,1,1,81,359,49.92831891271084
2024-04-26 01:00:00,2,2,0,5.928861270629713,153,1,0,51,123,41.03128577935906
2024-04-26 02:00:00,1,1,2,13.888342764474622,304,0,1,75,266,58.49884858889364
2024-04-26 03:00:00,2,0,1,12.432381408455829,258,1,1,72,258,58.45183239308202
2024-04-26 04:00:00,1,2,0,4.175790624869084,267,0,0,51,148,49.3692223554375
2024-04-26 05:00:00,1,1,0,17.805518302038017,127,1,0,43,143,63.55497572891293
2024-04-26 06:00:00,0,1,2,13.919545333060327,479,1,0,38,383,45.430769567654174
2024-04-26 07:00:00,1,1,0,7.888948734211159,100,1,1,35,169,49.04529142127864
2024-04-26 08:00:00,0,2,2,13.98886910983185,337,0,0,32,261,56.56302487798599
2024-04-26 09:00:00,2,0,2,3.1404086485885028,149,0,1,45,169,46.908577091784615
2024-04-26 10:00:00,2,2,1,9.896866366907066,261,1,1,18,264,47.95006633140086
2024-04-26 11:00:00,0,0,1,4.210703781631627,452,1,1,94,447,53.26792421773945
2024-04-26 12:00:00,2,0,0,1.787193676440296,286,0,1,51,262,31.7955644719168
2024-04-26 13:00:00,0,2,0,7.428199135477695,344,1,1,76,310,49.88149277034034
2024-04-26 14:00:00,1,2,2,3.8639741861348815,447,0,0,16,307,38.03484126446428
2024-04-26 15:00:00,2,2,2,13.03684118212267,206,1,0,32,171,45.41821555219259
2024-04-26 16:00:00,0,2,2,13.807289986336496,347,1,0,41,320,55.62316620344405
2024-04-26 17:00:00,1,1,2,3.825153818305464,63,0,0,32,63,37.39511746591492
2024-04-26 18:00:00,1,2,0,1.467647106465099,165,0,0,25,120,34.6892045096571
2024-04-26 19:00:00,1,1,1,16.063400671068045,188,0,0,78,123,63.16289442494464
2024-04-26 20:00:00,0,0,0,1.0390833938426836,124,1,0,22,166,51.67872987013159
2024-04-26 21:00:00,1,0,0,7.534348694491985,352,1,1,19,361,68.88527714324474
2024-04-26 22:00:00,0,1,0,10.397082662867726,409,0,1,68,327,38.97547128112655
2024-04-26 23:00:00,2,1,1,16.554201582230224,73,1,1,11,143,53.956788606254406
2024-04-27 00:00:00,2,2,0,16.932614212176674,455,1,1,89,419,56.371161576012646
2024-04-27 01:00:00,0,2,1,14.773849371598654,226,1,1,61,232,47.23058520607921
2024-04-27 02:00:00,2,1,2,5.696754828258059,488,0,0,10,326,27.659475117107107
2024-04-27 03:00:00,0,2,0,14.683551752064243,104,0,0,79,113,56.64303440143357
2024-04-27 04:00:00,0,1,2,5.684244759661892,262,1,0,63,222,27.89282694431552
2024-04-27 05:00:00,2,1,2,5.077555642902332,375,1,1,28,346,33.22737155297414
2024-04-27 06:00:00,0,1,2,11.395431130380116,383,1,0,37,324,37.812031886792376
2024-04-27 07:00:00,0,1,0,13.89823443284719,378,0,1,14,293,44.52773676236114
2024-04-27 08:00:00,2,2,2,2.007983552321931,212,0,1,85,198,24.16455697351326
2024-04-27 09:00:00,2,0,0,2.1404294213675605,349,0,0,39,270,47.53186408947866
2024-04-27 10:00:00,2,2,2,15.899243049519006,213,0,1,90,168,61.54556867473688
2024-04-27 11:00:00,2,2,0,17.330447768344115,138,0,1,28,133,62.90597274667908
2024-04-27 12:00:00,1,1,0,12.484377410495986,64,1,0,51,80,55.84574039306353
2024-04-27 13:00:00,2,2,0,9.147732184430833,350,1,0,34,269,45.05450658154226
2024-04-27 14:00:00,0,1,2,17.061013112384533,171,0,0,44,142,56.69404658923792
2024-04-27 15:00:00,2,2,0,14.847523622731272,367,0,0,18,281,60.21491079464313
2024-04-27 16:00:00,2,0,2,12.012289770194103,397,0,1,48,336,74.85379167578401
2024-04-27 17:00:00,1,1,1,7.075385317026504,227,0,0,65,157,46.3306533101761
2024-04-27 18:00:00,0,2,2,4.761906171479509,318,1,0,47,294,36.32082804326564
2024-04-27 19:00:00,2,1,2,8.954787746158797,154,1,0,24,139,22.289811771004413
2024-04-27 20:00:00,2,1,0,6.44962894324402,208,1,0,55,188,32.753216882456286
2024-04-27 21:00:00,2,1,2,7.445913166954758,54,1,1,46,132,36.04250039624682
2024-04-27 22:00:00,2,1,1,10.796990050928615,388,0,1,99,312,33.780925680697536
2024-04-27 23:00:00,0,1,0,4.2127851820805855,441,0,1,69,354,29.00925092183585
2024-04-28 00:00:00,2,1,2,16.317356921402684,190,0,0,71,111,51.43121231433894
2024-04-28 01:00:00,2,2,2,3.765059772580581,218,1,0,40,215,24.743753199514856
2024-04-28 02:00:00,2,1,0,10.138879148998097,66,1,1,39,96,25.03129481103604
2024-04-28 03:00:00,1,2,0,15.173455423528296,81,1,1,75,148,68.04477270149287
2024-04-28 04:00:00,1,0,2,10.215393446102327,54,1,0,16,63,71.52730528952412
2024-04-28 05:00:00,2,2,2,7.859419208184136,431,1,1,39,388,48.21774521316269
2024-04-28 06:00:00,0,1,0,10.022934810632268,186,0,0,42,90,40.39129529868865
2024-04-28 07:00:00,2,1,0,17.12474327860867,156,1,0,47,170,53.70065352430751
2024-04-28 08:00:00,2,0,1,19.818202267395197,211,1,1,93,230,69.12159163952867
2024-04-28 09:00:00,0,2,1,12.991722496499277,306,1,1,28,315,54.91836928472752
2024-04-28 10:00:00,1,2,1,16.075436810325314,217,0,0,18,152,69.81709998593251
2024-04-28 11:00:00,1,1,0,1.2752850370264848,487,1,0,95,376,33.500407379161985
2024-04-28 12:00:00,0,2,0,17.726923780966878,431,1,1,41,399,69.38238462477189
2024-04-28 13:00:00,2,1,0,19.126945438630447,337,0,1,39,262,51.42406765176917
2024-04-28 14:00:00,0,0,2,11.92821749339384,431,0,1,15,351,73.98599925082124
2024-04-28 15:00:00,2,0,0,15.322292379144177,404,0,0,70,254,70.35134238779119
2024-04-28 16:00:00,0,1,2,10.742150116241422,294,1,1,90,275,38.071133716234165
2024-04-28 17:00:00,2,2,0,6.437871068656205,162,1,1,46,192,36.49761027189938
2024-04-28 18:00:00,0,1,0,17.192711467677245,227,1,1,88,233,43.1419534609086
2024-04-28 19:00:00,2,2,2,12.339897527922894,492,1,0,80,388,55.26862081915176
2024-04-28 20:00:00,2,0,0,12.008278592036731,239,0,0,87,139,63.53377426342632
2024-04-28 21:00:00,1,2,0,13.523511872982922,60,0,0,29,54,69.67665095259143
2024-04-28 22:00:00,2,1,0,17.26406015074812,72,0,0,39,94,55.53013426984082
2024-04-28 23:00:00,0,1,1,14.906216389648325,168,0,0,27,137,40.84506905909888
2024-04-29 00:00:00,2,0,0,5.01135969009916,331,1,1,72,330,37.186899048982376
2024-04-29 01:00:00,2,2,2,9.869647343739071,368,0,0,70,246,52.17998751839973
2024-04-29 02:00:00,2,2,2,19.62566830773792,479,1,1,66,428,59.56903104862972
2024-04-29 03:00:00,2,1,2,11.536653561492717,118,1,0,31,133,38.10350341695258
2024-04-29 04:00:00,1,1,0,18.82666171594517,395,0,0,98,298,65.18472106305123
2024-04-29 05:00:00,2,0,2,16.454020239948065,183,1,0,97,202,73.28076910124216
2024-04-29 06:00:00,1,2,1,13.654445394366418,302,1,1,58,289,72.5047026668726
2024-04-29 07:00:00,0,2,2,7.63793885053535,100,1,0,27,79,39.64973327636035
2024-04-29 08:00:00,2,2,0,6.782067602983341,92,0,1,70,124,47.13010243543097
2024-04-29 09:00:00,0,2,1,13.22500024065417,475,1,1,91,419,54.863235542793205
2024-04-29 10:00:00,0,1,2,9.218663576081806,190,1,0,87,153,46.68955086570471
2024-04-29 11:00:00,0,1,1,16.176318833517815,74,1,1,77,129,40.80597172063716
2024-04-29 12:00:00,2,2,2,15.44867805126372,435,0,1,16,333,51.82869565671432
2024-04-29 13:00:00,2,2,0,6.930479248031771,319,1,0,16,266,32.72916791615851
2024-04-29 14:00:00,1,2,1,14.35184687817348,450,1,1,74,444,62.2439811238116
2024-04-29 15:00:00,1,0,2,10.396453611846496,410,1,0,49,328,82.10221746241437
2024-04-29 16:00:00,1,1,2,7.142549915465944,153,0,0,33,100,39.380469935394565
2024-04-29 17:00:00,2,1,1,8.84636526252816,473,0,1,41,403,37.69829495447394
2024-04-29 18:00:00,0,0,1,18.011685477032977,344,0,1,19,297,84.72635763359956
2024-04-29 19:00:00,2,2,1,7.830836150328269,202,1,1,18,242,46.27995846980312
2024-04-29 20:00:00,2,2,1,6.460586193069703,353,1,1,48,376,29.371376232135127
2024-04-29 21:00:00,2,2,2,7.684337193492619,420,1,0,12,298,43.63324981442474
2024-04-29 22:00:00,0,2,2,5.077750287965142,354,1,0,78,260,46.58818601200418
2024-04-29 23:00:00,2,1,2,11.348064760530244,210,1,1,16,231,42.7527001450874
2024-04-30 00:00:00,2,2,0,3.801292290128112,332,0,0,21,259,32.29176815094497
2024-04-30 01:00:00,1,0,1,16.53143194230141,94,0,1,32,111,79.4664998563681
2024-04-30 02:00:00,2,2,2,5.286024697666896,336,1,0,98,291,35.84705972878572
2024-04-30 03:00:00,2,2,1,12.363045523253268,368,0,1,72,280,52.597632715737525
2024-04-30 04:00:00,2,1,1,3.375484479477977,417,0,1,26,358,19.27589994648384
2024-04-30 05:00:00,1,1,2,19.5906098160722,215,1,1,87,242,68.74923735301402
2024-04-30 06:00:00,0,1,1,9.636933718979297,256,1,1,73,254,44.11575720887555
2024-04-30 07:00:00,2,1,1,16.621255474417474,157,0,0,74,136,49.318104356311096
2024-04-30 08:00:00,1,0,1,15.604308877349691,473,0,0,95,348,93.62067509107018
2024-04-30 09:00:00,1,2,1,14.560167895767895,491,1,1,37,436,70.24650371708479
2024-04-30 10:00:00,2,2,1,16.719932552887585,114,1,1,67,166,57.318160524723545
2024-04-30 11:00:00,0,2,2,2.908808564534411,316,1,0,96,230,40.48899909800134
2024-04-30 12:00:00,0,1,2,13.89144675196728,448,0,1,27,355,51.56713770615353
2024-04-30 13:00:00,0,0,1,6.0507174702018425,402,0,0,53,253,56.30740930245189
2024-04-30 14:00:00,2,1,1,15.931561617265206,234,1,1,73,254,53.18973786565901
2024-04-30 15:00:00,1,1,1,19.180506437109887,417,1,1,46,389,62.11760762302812
2024-04-30 16:00:00,0,2,0,18.128301067011225,273,1,0,12,242,64.79380376737953
2024-04-30 17:00:00,2,0,1,3.184092226999656,202,1,0,23,182,58.196060805604496
2024-04-30 18:00:00,2,0,0,8.0214959927836,472,1,0,16,402,62.90956666136944
2024-04-30 19:00:00,2,1,0,7.922132386754395,338,0,0,26,208,35.64349457714501
2024-04-30 20:00:00,2,0,0,3.323629060831082,334,0,1,79,284,42.01027415436158
2024-04-30 21:00:00,0,1,2,2.8643950135897214,235,1,1,92,279,16.027711187027684
2024-04-30 22:00:00,2,1,0,8.312912564414452,275,1,0,88,245,30.27912082064623
2024-04-30 23:00:00,2,0,1,19.849359459433717,249,1,0,48,203,82.07173661254488
2024-05-01 00:00:00,0,0,1,11.809910370259228,60,0,1,14,106,74.5917604161235
2024-05-01 01:00:00,2,2,2,12.813850943480867,446,1,1,88,392,45.09687344286319
2024-05-01 02:00:00,1,2,2,9.949359290354964,374,0,1,61,313,60.979289809669
2024-05-01 03:00:00,2,0,1,13.584280493776433,326,0,0,35,241,65.70413851754148
2024-05-01 04:00:00,2,2,2,19.176579534150623,52,1,0,48,47,64.1010111492268
2024-05-01 05:00:00,2,0,2,12.185261118673443,459,1,1,54,431,66.71278276566619
2024-05-01 06:00:00,2,2,0,2.2357307347026723,466,1,0,86,383,28.01516792377301
2024-05-01 07:00:00,2,0,0,10.364920814195774,399,1,1,40,333,57.65945031912224
2024-05-01 08:00:00,0,0,2,19.862274191787076,327,1,1,86,251,83.86163610040086
2024-05-01 09:00:00,1,1,1,8.360651691291002,111,0,0,32,35,49.41527097167968
2024-05-01 10:00:00,2,0,0,12.283743507074972,54,0,1,49,88,67.23866643324892
2024-05-01 11:00:00,0,2,1,3.026098505147523,452,1,0,41,393,30.83385637385162
2024-05-01 12:00:00,0,1,2,3.682429475994771,58,1,1,13,147,21.229076086007154
2024-05-01 13:00:00,1,2,1,17.61894760992529,107,1,1,90,187,80.13753708422838
2024-05-01 14:00:00,2,1,1,6.706547936780618,329,1,0,93,288,21.78636033639279
2024-05-01 15:00:00,2,2,1,6.8035741937372665,472,1,1,55,428,35.43117036754616
2024-05-01 16:00:00,2,0,1,8.357046924044235,287,0,1,84,207,55.74795973556515
2024-05-01 17:00:00,0,1,2,19.36309478518593,366,0,1,51,330,58.9354217616156
2024-05-01 18:00:00,1,2,2,2.603419424700652,176,0,1,48,161,44.96508442856573
2024-05-01 19:00:00,2,0,0,16.556517948475364,353,0,1,79,274,76.42599561923201
2024-05-01 20:00:00,2,2,0,7.489599652853743,286,1,1,65,282,47.74775862931087
2024-05-01 21:00:00,1,1,0,17.139892493724023,268,1,1,56,294,63.96503864412871
2024-05-01 22:00:00,1,2,0,19.843357340586305,227,1,0,47,199,75.04433620506445
2024-05-01 23:00:00,1,2,1,7.6246807940232095,367,0,1,27,309,56.64364611019286
2024-05-02 00:00:00,0,2,0,3.4577709580347498,486,0,0,11,339,35.504573200988446
2024-05-02 01:00:00,2,0,0,3.743134461675637,198,1,1,63,255,45.23977932528925
2024-05-02 02:00:00,0,2,1,15.416076928034531,87,0,0,90,26,64.46419065859516
2024-05-02 03:00:00,0,0,2,3.753509494424594,167,1,1,97,206,46.5696458635644
2024-05-02 04:00:00,2,2,0,5.948009802158095,364,1,0,39,307,34.205473367147086
2024-05-02 05:00:00,0,1,2,4.883568529579516,146,1,1,97,196,28.78546163210178
2024-05-02 06:00:00,0,2,0,7.7578927165886675,476,1,0,13,401,49.6178571405188
2024-05-02 07:00:00,2,2,2,2.412964927844062,66,0,1,16,100,32.89615375244445
2024-05-02 08:00:00,0,2,0,17.278107165737904,374,1,1,88,344,69.46045891071556
2024-05-02 09:00:00,0,1,2,17.342779924218878,477,1,1,66,410,51.21716470515514
2024-05-02 10:00:00,1,1,2,8.845725071171106,496,1,1,39,405,56.27374142367914
2024-05-02 11:00:00,2,1,0,12.62966381144603,328,1,1,53,306,38.66968560425224
2024-05-02 12:00:00,2,1,2,13.197079847181788,408,1,1,86,351,44.3451886641844
2024-05-02 13:00:00,0,2,0,15.235904191572647,203,0,1,38,189,61.46923773096786
